targetId,targetName,comparatorId,comparatorName,targetSubjects,comparatorSubjects,mu,sigma,ease,easeLb,easeUb
1580747,Sitagliptin,45774751,Empagliflozin,181995,225263,0.07269940408023517,0.14261128505965368,0.12958220753194327,0.09133738853961226,0.18394942246097923
1583722,Exenatide,1597756,Glimepiride,139182,293923,-0.14557999505858843,0.299591837967035,0.26932005287673166,0.21419656109303675,0.3420173330707559
1583722,Exenatide,40166035,Saxagliptin,76321,76788,0.31856503509795575,0.4592378123483661,0.45418767525294346,0.36319461882859194,0.5748556130225415
1583722,Exenatide,40170911,Liraglutide,66299,163607,-0.028027602107243112,0.0642041923294692,0.05762595661524128,0.030863125976100303,0.09073987242627934
1583722,Exenatide,40239216,Linagliptin,63895,77706,0.024737179739586064,0.12169122540933314,0.10103046323756892,0.06559516933246967,0.14946806755797448
1583722,Exenatide,43526465,Canagliflozin,43764,111899,0.04500674895417221,0.09635204982919272,0.0869750794075852,0.05772872040344046,0.1258515491513863
1583722,Exenatide,44785829,Dapagliflozin,38244,173621,0.138886703372829,0.20613146513281788,0.20271475726348154,0.14860227463874254,0.27742424986922787
1583722,Exenatide,45774435,Dulaglutide,30323,184078,0.06456076078582196,0.14463844937391718,0.12854306022537987,0.05055342363257087,0.2421647621780223
1583722,Exenatide,45774751,Empagliflozin,32550,247955,0.1456090039414429,0.24235859601747498,0.22980975472473686,0.15413381700712336,0.33006624598803835
1597756,Glimepiride,40166035,Saxagliptin,229788,72698,0.30502221918268135,0.49959592568040706,0.4742892466806934,0.3851315605415462,0.5906508051158266
1597756,Glimepiride,40170911,Liraglutide,218622,161141,-0.06389767479670569,0.14390380575041464,0.12760982365346196,0.10034322491302627,0.16580049863389723
1597756,Glimepiride,40239216,Linagliptin,194417,72987,-0.013343551112353552,0.11598224876710644,0.0945801293178703,0.06943206544574476,0.1294502622426188
1597756,Glimepiride,43526465,Canagliflozin,145733,109905,-0.008451573168844272,0.17651992205744377,0.1429208986073427,0.10580873843527683,0.19395473986710887
1597756,Glimepiride,44785829,Dapagliflozin,128638,168156,0.0862237452253314,0.1514870898486905,0.14131542238951478,0.10488341408082791,0.19147656633503862
1597756,Glimepiride,45774435,Dulaglutide,112506,179792,0.029066781113721553,0.17665767817733347,0.14452550748227067,0.09879391190445874,0.2137483728447822
1597756,Glimepiride,45774751,Empagliflozin,114041,238239,0.09546126389991175,0.19033830034147556,0.17238439272008854,0.12486050200506993,0.23969082190169422
40166035,Saxagliptin,40170911,Liraglutide,73669,166299,-0.3463251895648902,0.4896029022027342,0.48797776754342204,0.397401645877296,0.6054451045104616
40166035,Saxagliptin,40239216,Linagliptin,55163,75286,-0.274825494543023,0.5344568046786431,0.48539976586823097,0.38924576915593145,0.6142617218129443
40166035,Saxagliptin,43526465,Canagliflozin,20546,113688,-0.030782221699835823,0.12507435577507608,0.10540114825976943,0.0635447466258241,0.15993882054819397
40166035,Saxagliptin,44785829,Dapagliflozin,14219,176700,0.13980934496316522,0.4257460972879149,0.36196995606008153,0.2736566694128981,0.48468961136289446
40166035,Saxagliptin,45774435,Dulaglutide,10152,190250,0.03208755770553884,0.2639392474483335,0.21604903967868672,0.08361718159098364,0.37635167317375084
40166035,Saxagliptin,45774751,Empagliflozin,11075,252017,0.13089107951564913,0.4382541995150509,0.37041290044542485,0.26419684188945425,0.5067533394994597
40170911,Liraglutide,40239216,Linagliptin,141140,76369,0.06852676823640866,0.11237989658435639,0.10751007362939169,0.08006714138322835,0.14503940752677114
40170911,Liraglutide,43526465,Canagliflozin,96882,109480,0.1118508794066273,0.20049491960044963,0.18636651690675543,0.14339220494693805,0.24296160643085418
40170911,Liraglutide,44785829,Dapagliflozin,85050,170465,0.19524055430849124,0.10902837758125973,0.19943012280614214,0.16298888345114948,0.2438245334545015
40170911,Liraglutide,45774435,Dulaglutide,73629,181991,0.11413931347173331,0.05594735502648519,0.1157595633092483,0.08961666436589555,0.15040752889556885
40170911,Liraglutide,45774751,Empagliflozin,75683,242157,0.22384137083755784,0.16045185730841494,0.2374064892402119,0.19032542864059088,0.297912291467211
40239216,Linagliptin,43526465,Canagliflozin,58235,113161,0.017043359818942422,0.21699651990284893,0.17582405890863018,0.1290570061321128,0.23928121984603345
40239216,Linagliptin,44785829,Dapagliflozin,52188,173859,0.06601834357059433,0.033167538385786816,0.06804954654088569,0.04467635627212929,0.09874768327312133
40239216,Linagliptin,45774435,Dulaglutide,48933,185756,0.0019856616010945887,0.072227872157163,0.05917994991310227,0.025335792662537715,0.11436307015824498
40239216,Linagliptin,45774751,Empagliflozin,35991,236810,0.1511818197138158,0.1931350154863261,0.20137874501704633,0.1353124783252153,0.29028741327540186
43526465,Canagliflozin,44785829,Dapagliflozin,98059,162667,0.11035855104386218,0.3302453133508919,0.2807101898529174,0.22237091931208397,0.36335409037199473
43526465,Canagliflozin,45774435,Dulaglutide,73807,179039,0.09922126532467467,0.45599970930110073,0.3761648068057719,0.29035484426666613,0.4920139652753226
43526465,Canagliflozin,45774751,Empagliflozin,82198,236046,0.16218104239596326,0.4884889647229687,0.4145817096945916,0.32527992712431897,0.533900646431789
44785829,Dapagliflozin,45774435,Dulaglutide,151005,173371,-0.06747321875686588,0.07232293656722774,0.08230107704831413,0.0626621538967238,0.1082008914022139
44785829,Dapagliflozin,45774751,Empagliflozin,155743,240582,-0.001279596095246166,0.07092253389430922,0.057675725775627296,0.03923409236168873,0.08453444231648777
45774435,Dulaglutide,45774751,Empagliflozin,168043,225235,0.07065373531345918,0.06560312457457868,0.08106205424984347,0.0618095813370696,0.10522166062132454
